id,sentiment
"12380_7",1.4295458067654728e-23
"1737_8",0.009888255037367344
"6030_9",1.0
"5918_7",0.00013234249490778893
"7061_9",0.9999998807907104
"266_8",1.0
"1375_10",1.0
"8648_3",7.51034078182578e-23
"10146_10",1.0
"4578_10",0.8780108690261841
"4685_8",1.0
"11843_9",0.9999986886978149
"5467_10",1.0
"10140_10",1.0
"7721_8",1.0
"11208_10",2.716799372137757e-06
"1063_10",1.0
"8260_10",0.9975687861442566
"3182_9",1.0
"2797_8",1.0
"7613_2",1.0
"11624_4",2.2420429957037413e-09
"4847_10",1.0
"10684_7",0.14042501151561737
"6312_1",1.6025800893371502e-15
"4925_3",1.0937529186943553e-30
"4125_1",0.0
"2394_10",1.0
"12105_10",1.0
"7812_1",7.024195048438166e-36
"1061_8",9.601704986650361e-10
"9343_3",6.408263919510659e-10
"7696_10",1.0
"9355_10",1.0
"782_9",1.0
"9882_10",1.0
"10642_10",1.0
"7410_2",7.879760359379306e-36
"9591_4",1.610297378498841e-20
"11902_3",2.2144191862139007e-12
"3495_7",5.9369746668719344e-24
"6733_1",0.0
"4552_1",1.4782748061608337e-32
"6722_1",0.00025959324557334185
"188_10",0.999975323677063
"5099_10",1.0
"10313_1",5.8367350564564064e-15
"6756_9",1.0
"6622_2",0.0
"4807_10",1.0
"7173_3",2.3293041522265412e-05
"11321_8",0.6821297407150269
"7909_9",9.778963749873526e-11
"8012_7",2.774803172844243e-16
"8615_4",1.0677723802867312e-15
"8117_10",0.9999997615814209
"1892_10",1.0
"4617_1",0.0025788084603846073
"1893_8",1.0
"5435_1",4.6576906536219204e-32
"162_3",2.7305456506976356e-11
"6516_10",1.0
"11588_7",1.0
"2006_1",2.659191075118881e-18
"1594_4",2.483535751931431e-30
"1472_1",2.762470831765096e-21
"3647_1",0.00047026778338477015
"174_7",0.9998687505722046
"5539_7",0.0
"3384_10",1.0
"3811_4",6.70753397269408e-10
"4079_8",1.6835588912550437e-12
"1179_7",1.0
"3069_9",1.0
"3769_8",1.0
"9247_10",1.0
"10434_1",2.3477618828596553e-22
"1147_10",1.0
"5344_7",0.9398908019065857
"8073_10",1.0
"7833_3",5.010827213631565e-26
"8370_1",3.449199398251215e-26
"9007_8",1.0447663513404176e-14
"6624_7",0.9999415874481201
"6683_3",5.2595709856920966e-30
"12275_7",1.0
"11927_8",1.0
"1560_10",1.0
"1325_9",0.9999998807907104
"3548_8",3.896317549260613e-21
"607_1",0.0
"6702_7",2.532140275235406e-09
"5702_3",2.00006873042613e-12
"11345_8",1.0
"3428_4",2.596395005444234e-16
"7209_9",1.0
"8425_8",0.00031524267978966236
"3087_1",1.4751929197512684e-14
"1119_8",1.0
"5715_3",0.9918093085289001
"8645_1",1.122664390758601e-20
"2149_3",4.485525025734385e-28
"10403_10",1.0
"5628_1",5.561890441006041e-16
"5570_10",1.0
"1613_3",1.9654049709331295e-13
"1454_4",8.021927566659315e-10
"5094_3",1.954581550051796e-14
"7982_1",6.237296687468764e-31
"6894_2",0.9999997615814209
"6554_1",1.8609246088541198e-10
"4721_3",5.4811040151037105e-09
"6904_4",1.4815289273162335e-10
"893_8",1.0
"4605_4",1.0
"11516_7",7.322501915041357e-05
"11718_7",1.0
"5956_1",1.5845125223293924e-24
"7455_9",1.0
"6396_4",1.0
"1223_8",1.0
"8556_1",0.0018478559795767069
"6108_8",0.999995231628418
"11690_1",1.060583930691177e-36
"3778_9",0.8949775695800781
"3627_4",9.127339726036632e-13
"8256_4",1.185418370381754e-18
"533_1",7.838292122026684e-15
"5235_4",8.809474331483312e-21
"621_2",8.966555254362463e-13
"5365_1",0.9960635304450989
"8180_3",5.5961000278159645e-09
"7396_7",1.7685466471174042e-26
"9776_10",1.0
"8175_10",1.0
"3128_1",8.747252214453746e-22
"4606_1",2.593995759525569e-06
"6158_2",4.028219851416977e-25
"3281_10",1.0
"4723_4",2.0635919586821697e-17
"11994_3",1.6608843189658273e-09
"7701_1",0.0
"103_3",1.3839104440194205e-07
"8908_10",1.0
"8876_1",3.4653173056590773e-25
"7519_9",1.0
"12456_8",0.9986269474029541
"9514_8",0.2161276638507843
"8680_8",1.0
"12402_10",1.0
"362_2",1.0676971966437914e-26
"9825_7",0.99998939037323
"2913_3",0.001611008308827877
"7164_8",1.0
"11177_7",1.0
"5707_10",1.0
"8103_10",1.0
"6289_1",0.0
"11754_1",1.2559491207458917e-12
"11640_10",1.0315699228158337e-06
"9933_7",1.0
"185_10",1.0
"242_10",1.0
"9369_8",1.0
"7453_10",0.4799931049346924
"7514_7",1.2433826190871855e-09
"10860_2",2.9820226894890743e-15
"8663_8",0.9896876215934753
"9108_1",4.7404736759008425e-15
"7941_1",0.0001876946771517396
"10116_1",0.0
"9841_4",5.7726536258648296e-15
"4512_9",0.1324346959590912
"4853_2",1.543838314740395e-17
"2664_4",0.00022100236674305052
"9966_10",1.0
"5167_2",2.1318304760375995e-11
"3894_2",1.5834473690550935e-26
"3929_8",0.22125624120235443
"7165_10",1.0
"5451_8",0.9999849796295166
"2947_4",0.9999995231628418
"4611_10",1.0
"5807_1",1.183707212110141e-12
"9464_8",0.9999630451202393
"3124_10",1.0
"2705_4",1.0
"12187_8",1.0
"12319_10",1.0
"9874_3",9.587390845562551e-22
"3406_4",1.2821446920656399e-13
"2327_10",1.0
"605_10",1.0
"8080_4",2.2834577111108256e-12
"3074_10",1.0
"2499_3",6.750084432377568e-12
"1013_1",1.1991981851977584e-09
"11535_1",1.488683962627125e-29
"4118_7",0.9999997615814209
"10492_8",1.0
"2129_4",0.9954490065574646
"9814_10",0.00018393901700619608
"10671_9",2.0816455617023166e-06
"5980_10",1.0
"2755_2",0.9990328550338745
"5461_2",8.888342264892074e-14
"11979_1",5.976437951345585e-26
"8810_1",0.0
"852_7",1.0
"10961_4",2.4666440416918032e-23
"7436_4",0.9999982118606567
"11281_3",0.0018731679301708937
"4208_3",1.1272293483257399e-22
"8213_10",1.0
"9851_2",5.4795723514189376e-11
"4713_7",0.012772834859788418
"9528_1",1.0
"3595_10",1.0
"5785_3",1.502003028008821e-22
"10370_3",1.199716006323974e-19
"1980_3",0.00011937730596400797
"8800_4",6.608125113416463e-05
"4437_3",1.395093213919986e-24
"28_3",2.901875584986925e-15
"12171_1",1.0
"9359_3",1.439337093955828e-09
"3831_9",1.0
"10962_7",1.0
"1500_9",1.0
"11470_10",0.9999991655349731
"11843_3",6.30888792037816e-18
"11200_4",1.0
"1067_1",5.070112111555259e-16
"3333_1",4.233897057424484e-30
"4487_4",1.0
"6428_1",5.805623094151485e-23
"575_7",1.8862390355157618e-14
"10904_9",1.0
"11821_2",0.7599969506263733
"11605_1",2.6778722278363507e-32
"1111_7",0.9999998807907104
"10295_1",9.853856619557178e-11
"1146_4",1.6553894128359617e-37
"2405_9",1.0
"11081_10",1.0
"2201_10",1.0
"4844_1",0.0
"11007_8",1.0
"6535_7",1.0
"2653_4",6.205262679309091e-22
"8245_10",1.0
"9951_8",1.0
"6133_8",0.811447262763977
"10006_2",4.9353585845134346e-20
"7350_1",1.600456029472734e-20
"4509_9",1.0
"948_1",0.0
"3987_1",1.3995985961647874e-15
"2947_10",5.318274816090707e-07
"6041_3",4.56360034206682e-08
"2946_1",8.305440642055487e-34
"11967_4",1.0365633280680227e-24
"1185_10",1.0
"10323_2",0.003172890981659293
"11706_2",0.0
"3663_1",8.056728826508833e-19
"5602_10",1.0
"4870_10",0.9977758526802063
"1994_1",1.0929701847634215e-35
"10807_7",1.0
"6871_3",1.0
"1175_2",1.2508782718215515e-16
"10919_7",1.0
"8127_10",1.0
"12497_4",0.006157848984003067
"3274_1",4.071053912198571e-19
"2568_3",9.346394730923393e-27
"840_2",1.6500663705151927e-24
"5626_10",1.0
"7561_10",1.0
"4600_3",0.0002747887629084289
"3324_9",0.9999992847442627
"8899_7",1.0
"5592_8",1.0
"12483_4",7.89791235883408e-12
"7874_1",0.0
"5878_10",1.0
"4303_9",0.9781524538993835
"9421_1",2.3776468939312387e-16
"10269_4",1.526757952744667e-20
"10615_2",1.9470133614149154e-25
"2634_10",1.0
"7522_1",1.9758045199935736e-10
"9289_10",0.9994134902954102
"4636_10",0.998977541923523
"1241_7",1.1486950916828574e-14
"9458_9",1.0
"11690_10",1.0
"7176_4",6.746200820195725e-11
"6212_10",1.0
"6319_1",2.942332847338591e-26
"5229_3",0.9561194777488708
"466_9",1.0
"8693_2",1.6190375433344867e-20
"2952_10",1.0
"1128_1",2.5213058986296097e-17
"3975_10",1.0
"11365_10",0.9890034794807434
"2074_9",1.0
"9768_10",1.0
"4895_1",7.3046892797848675e-25
"5726_10",1.0
"9993_10",1.0
"11319_2",8.910685232212112e-13
"10561_2",7.040493520696912e-17
"5455_8",1.0
"10684_3",7.695276599280363e-24
"3652_3",1.412334862804282e-32
"7825_1",1.5157463500482804e-13
"8806_1",7.138099112442495e-15
"275_10",1.0
"2246_1",3.9723753525564435e-22
"11968_2",0.0
"2528_1",0.9999998807907104
"8491_8",0.00684563210234046
"13_1",1.0
"4530_8",0.9360587000846863
"5207_3",1.6361485904781148e-05
"11648_10",1.0
"8260_1",4.0237270167251676e-14
"10730_10",1.0
"10402_3",2.0626260234849446e-15
"8077_1",0.0
"8598_8",1.0
"2809_3",3.4226142364529195e-36
"12490_10",0.9999830722808838
"1447_9",1.0
"1605_3",3.2627108339511324e-06
"2311_4",5.331833532301552e-29
"3235_9",0.9999991655349731
"5725_10",0.0007563261315226555
"9025_10",1.0
"6049_9",1.0
"4803_10",1.0
"191_9",1.0
"420_3",1.0
"5238_2",1.8822304817829295e-23
"1280_9",1.0
"9408_4",3.808147898989823e-15
"819_1",0.0
"1656_4",1.419238238042908e-08
"9964_3",1.6910098321609723e-11
"10404_4",9.079892497869824e-15
"12369_10",1.0
"6423_1",5.718309397348854e-19
"9942_8",1.0
"1519_1",1.078647642316355e-06
"100_10",1.0
"3216_10",0.9999979734420776
"3909_10",0.9999997615814209
"5034_7",1.0
"14_8",1.0
"5891_3",6.0063068136670974e-27
"8496_10",1.0
"7429_1",3.1806097089111405e-32
"9457_1",2.571137420245105e-28
"9602_8",1.0
"4198_1",1.3744661184133123e-23
"154_2",3.66636998538894e-11
"5070_2",2.8363025646410954e-34
"4207_8",9.558243618812412e-08
"7758_8",0.9999932050704956
"4439_9",1.0
"12042_1",3.312110052605536e-16
"7244_1",9.72596518139955e-23
"6854_1",1.5996861214240774e-21
"11932_10",0.9999983310699463
"4151_10",1.0
"7265_1",4.5833462319187524e-17
"10272_7",1.0
"4256_4",1.190334072628807e-12
"1225_7",0.9999998807907104
"956_10",1.0
"6389_2",5.758958086625476e-20
"1365_4",8.115004436655415e-13
"4752_7",0.9999996423721313
"276_10",1.0
"8766_9",0.997149646282196
"11225_10",0.01967865414917469
"6920_1",1.3085553094599957e-17
"11536_1",0.0
"1923_9",1.0
"11460_10",0.9755793809890747
"10054_7",1.0
"10845_1",1.5406311815205067e-33
"10231_4",0.0013133535394445062
"9430_8",0.6526538133621216
"3226_2",7.278263775361197e-18
"4298_3",0.8988421559333801
"10635_4",0.00035519132507033646
"10567_4",3.3038204685470673e-23
"5460_10",6.958394038747429e-08
"7310_7",0.9856413006782532
"10330_2",1.5428587325623277e-20
"5151_9",4.1531878288450464e-18
"11_3",1.0
"1448_8",0.9876890182495117
"10130_8",1.0
"2199_3",9.073089864375289e-26
"1761_10",1.0
"2782_1",1.0887052789957662e-27
"7618_10",1.0
"85_10",0.9999998807907104
"5730_3",3.388212680663664e-15
"3641_1",3.649079876055794e-16
"8190_9",1.0
"9533_10",1.0
"9508_1",1.5409391724248499e-15
"237_8",1.0
"3981_7",0.9196425676345825
"7194_9",0.12453973293304443
"10584_8",0.25365331768989563
"248_2",2.874507361943391e-38
"8358_4",5.575657518505076e-23
"1218_1",9.747772016798934e-37
"4191_10",2.2389718651538715e-05
"3090_8",0.9999986886978149
"11923_2",0.8660401701927185
"1640_8",2.819890823957394e-06
"9972_3",1.9237952867777078e-24
"11818_4",1.0
"4350_10",1.0
"877_10",0.0008864786941558123
"10017_8",1.0
"7975_10",1.0
"8436_1",1.02598929786063e-12
"6024_7",0.9999722242355347
"3112_1",7.021989477800856e-31
"951_10",1.0
"1622_1",8.208662543232766e-23
"191_3",1.0
"5669_1",6.205533635280664e-26
"1891_4",0.03974492847919464
"12173_9",0.8883617520332336
"7887_7",1.0
"3256_10",0.9875265955924988
"5419_1",8.318387573122672e-24
"7635_1",7.290866601314158e-29
"8297_2",1.1255958856037349e-23
"7137_8",0.9994082450866699
"7562_3",1.678810690464161e-07
"9944_1",0.0
"4288_1",0.0
"8087_1",2.2524788024363973e-14
"4771_10",1.0
"10482_10",6.245275140543153e-15
"5324_10",1.0
"3080_1",2.1778276632599726e-30
"10923_7",1.0
"1753_7",1.0
"317_10",2.523882176319603e-05
"12474_8",0.014324624091386795
"773_8",1.0
"388_1",0.0002396413910901174
"12141_2",1.0
"5667_1",3.2346525813409244e-07
"1071_9",1.0
"2897_10",1.0
"9481_4",1.8736642792838154e-10
"12025_1",1.644263905692983e-35
"8879_7",1.0
"5683_1",1.7267820088641914e-25
"7026_1",0.0
"2439_1",0.0003766470472328365
"3631_7",0.9950313568115234
"1650_9",0.47562673687934875
"5378_7",1.0
"9745_1",0.0
"11563_8",0.9999996423721313
"299_8",0.9999998807907104
"9471_2",1.066939397074973e-12
"1866_1",4.247684560858278e-13
"2639_4",3.7068537434567435e-17
"5122_1",2.9356002223650133e-30
"12341_7",2.514439828224524e-12
"2936_8",1.0
"8647_10",0.9999998807907104
"4255_9",1.0
"7262_8",0.9995558857917786
"8413_10",0.0057945242151618
"10080_1",4.25042962523374e-14
"3973_1",0.3608905076980591
"8752_9",1.0
"4018_2",1.0
"7669_1",3.9410472277933187e-19
"10421_4",2.835696890478189e-19
"7854_8",1.0
"162_8",1.964106765343489e-22
"11614_9",1.0
"11343_8",1.0
"1708_7",9.3257407254267e-19
"7115_4",1.0
"10498_10",1.9725944184756372e-06
"2944_8",1.0
"10474_3",0.0005590998916886747
"1263_1",1.424139364108231e-14
"1693_4",0.999876856803894
"9600_9",1.858841418586287e-22
"11173_2",3.085597402585627e-11
"3961_2",2.381468888756899e-08
"8011_1",0.9999809265136719
"7386_8",0.9999994039535522
"8787_8",1.0
"12349_9",1.0
"1776_4",7.062776912441055e-29
"5885_4",0.9997568726539612
"220_4",1.9084628322119102e-10
"5547_8",1.0
"2853_1",0.0011179358698427677
"2157_2",1.2608238021336038e-12
"11667_2",1.0
"194_7",1.0
"1633_1",3.6034505556524894e-28
"6897_2",3.1668379530426085e-21
"11568_2",3.1176626493108206e-14
"9219_1",5.44495377334097e-14
"477_8",1.0
"8980_3",1.0
"4612_10",0.0005497576203197241
"8030_10",1.0
"1846_8",1.0
"2786_8",1.0
"2634_1",4.907534881942732e-13
"3110_8",1.0
"11587_8",0.9819413423538208
"11262_8",1.7454755418810919e-09
"5680_7",0.9999982118606567
"4583_4",4.727252762143624e-16
"1451_1",5.052619844975593e-31
"4244_4",0.6729950308799744
"6176_4",5.736624608743086e-32
"8851_10",1.0
"908_9",1.0
"7494_9",2.0965390881699797e-11
"8061_3",5.230256925123486e-16
"789_1",1.0984801690483437e-07
"2374_7",4.475155037653167e-06
"11225_3",2.94308818165534e-24
"4467_4",5.588394151136413e-22
"8516_10",1.0
"4121_10",1.0
"10267_7",1.3954608402174501e-16
"6040_8",1.0
"8338_7",1.0
"2903_7",1.0
"6662_9",0.8615819811820984
"5333_10",0.0005154813406988978
"7470_4",1.0156742634437332e-11
"8813_1",2.8655325681587665e-21
"4514_3",0.9874464273452759
"9584_7",2.3423504802444484e-10
"11706_8",0.7541437149047852
"11538_8",0.9999587535858154
"4210_1",0.0
"8984_1",4.949295446726744e-26
"3431_4",2.2700369484000317e-14
"4973_10",1.0
"12260_1",1.8365887253008333e-23
"4267_10",1.0
"9906_9",1.0
"670_7",1.0
"6270_3",2.2093287754010273e-33
"5164_4",4.0472872037423325e-18
"9741_2",1.7947001849059896e-13
"3761_8",1.0
"2651_2",0.0002439626114210114
"7448_10",1.0
"7184_9",1.0
"1313_9",0.9984229803085327
"10654_8",1.0
"7151_1",1.1317810843316717e-19
"2320_10",1.0
"12033_7",0.9999994039535522
"6429_1",2.640649335963899e-35
"1420_4",1.0654334470336542e-14
"3002_7",3.163941109107782e-09
"1299_1",6.812455314773012e-19
"7897_9",1.0
"1529_4",8.291381732306036e-07
"9760_2",9.477481993647174e-11
"11318_1",2.006302820900712e-36
"2217_3",2.0557509958652603e-13
"11641_2",4.1030556519782045e-22
"7238_10",1.0
"7710_8",1.0
"12011_8",0.9999487400054932
"4495_7",1.0
"11144_4",0.20853902399539948
"5625_2",6.824141696171182e-09
"2926_7",1.580595380801242e-05
"8538_8",1.0
"8875_10",0.9999996423721313
"10881_10",1.0
"1662_7",1.0
"4560_9",1.0
"6714_4",3.6423581538704015e-26
"9059_10",1.0
"6631_10",1.0
"8520_1",0.0
"918_4",0.11129527539014816
"3102_10",0.9982330799102783
"3611_2",2.3905508122253924e-17
"8434_10",1.0
"681_7",1.0
"7386_4",5.398337876989086e-25
"7566_9",0.9771469235420227
"10110_10",1.0
"10486_10",1.0
"1492_3",1.0676089293976907e-16
"11823_1",5.0214970051533915e-29
"2331_9",0.9999998807907104
"2200_2",2.3888333921464695e-35
"9547_1",2.021746547146807e-20
"785_2",2.373216699858862e-15
"5101_4",4.107919266971294e-06
"5657_10",1.690397948550526e-05
"6902_7",1.5932294808741732e-15
"1490_9",0.5547448396682739
"7148_9",1.0
"7387_8",1.0
"8277_9",1.0
"6912_7",1.0
"170_2",1.0
"7702_10",1.0
"4393_3",5.636905894820176e-31
"2608_3",1.9480618019315082e-13
"4931_8",1.0
"10589_10",0.999963641166687
"8623_4",3.3769332193611115e-16
"6057_2",0.0
"2704_9",1.0
"1790_2",2.764672725567298e-22
"12370_1",0.0
"159_1",0.0
"343_9",1.0
"2128_9",1.0
"11181_8",8.684181375429034e-05
"11775_10",1.0
"3514_10",4.834361799765929e-10
"6993_2",1.8097991899271275e-30
"2866_9",0.001698092557489872
"1000_9",1.0
"11772_7",1.0
"3355_9",5.511602459151721e-12
"8519_8",1.0
"7879_3",1.0191976877396572e-16
"4332_10",1.0
"5403_1",0.0
"1514_7",5.113764411923682e-10
"7904_1",1.7815769711052807e-16
"10550_2",1.1868168947604119e-10
"11442_10",1.0
"2821_3",3.3574344797671074e-06
"5766_1",2.1663270026897196e-30
"8061_9",1.0
"2166_1",2.6042643634987877e-36
"6206_1",1.2644161247935536e-17
"11124_2",6.864001379546882e-26
"7625_10",0.9999998807907104
"90_9",1.0
"7959_10",1.0
"7029_10",0.999974250793457
"779_8",1.0
"1101_4",1.3621669608520227e-14
"11189_4",8.1258201574988e-23
"9790_4",7.695477284921926e-14
"10861_1",2.6713049158737665e-22
"5902_2",2.1825283650730595e-21
"9545_10",1.0
"3730_1",0.0
"4951_9",1.0
"3295_1",0.47541919350624084
"9495_2",1.7363747772947136e-08
"2876_1",1.0
"2796_1",2.229291455499812e-18
"10338_3",6.84980889786857e-08
"10913_7",1.798579592507203e-24
"4685_2",2.0369068966804295e-32
"11586_1",4.764305970267079e-18
"4904_7",0.9999998807907104
"7110_7",1.0
"2086_4",6.5624178285223194e-15
"7372_7",1.0
"135_9",1.0
"7038_3",0.6803563833236694
"1119_2",1.2356438465977847e-18
"5057_8",0.9999943971633911
"3479_10",1.0
"6489_8",1.0
"4910_8",0.9999984502792358
"5979_10",6.211238456899082e-08
"11304_1",1.9873405964912023e-24
"2102_9",1.0
"8048_1",2.841443760095644e-21
"12153_7",4.3421150008882137e-10
"4832_8",1.0
"3079_9",1.0
"8254_2",4.33722073555609e-26
"7981_7",1.0
"611_1",0.9999701976776123
"307_10",1.0
"8861_3",6.660798757170128e-13
"4635_4",0.9999998807907104
"6197_7",1.0
"6739_3",4.927411412140143e-16
"8588_9",1.0
"8461_7",1.6871856342581815e-11
"10089_1",2.9977954487741456e-23
"2609_7",1.0
"1418_3",5.739506526297733e-12
"2661_10",1.0
"1253_9",0.9999998807907104
"8815_9",0.998690664768219
"9867_8",0.9999985694885254
"2155_1",1.1117560549980133e-17
"12259_4",2.489446426778841e-10
"11224_3",1.0
"4781_1",0.0
"4354_9",1.0
"9629_9",1.0
"3629_9",1.0
"6445_10",1.0
"9526_10",1.0
"5138_2",1.5108396755891818e-09
"349_10",0.9999994039535522
"2099_7",0.9999933242797852
"4411_1",4.917657406622311e-06
"8127_3",3.5742614423739383e-10
"5225_8",1.0
"7970_3",2.9568192241435226e-15
"5688_7",0.0001062367155100219
"12099_3",0.9999998807907104
"6020_4",9.440965982321359e-07
"3892_8",1.0
"2098_8",1.0
"4851_7",1.0
"10967_10",1.0
"6230_4",1.0066626080895008e-13
"2211_2",0.039307601749897
"11978_10",1.0
"8802_1",2.196338730565292e-17
"11010_3",7.970704512391546e-27
"10083_2",0.01954578049480915
"5588_10",2.214135179454818e-13
"958_10",0.9629991054534912
"6771_4",0.0002902023552451283
"6767_9",1.0
"7302_10",1.0
"5324_3",2.3614260038697202e-20
"7737_10",1.0
"8603_10",0.9742393493652344
"3029_7",1.0
"8640_2",1.2116909815081983e-22
"2139_1",3.5836685854455554e-36
"6305_10",1.0
"6884_7",1.0
"5534_8",0.9999997615814209
"7619_8",1.0
"10057_8",2.2336384120080766e-07
"972_7",1.0
"6245_8",1.0
"6627_7",1.0
"3621_10",0.0022185028064996004
"2290_4",0.00028395428671501577
"24_4",0.2718968093395233
"5689_1",6.977557201932995e-31
"6497_4",9.605477524488037e-10
"12405_4",1.0
"11720_7",1.0
"10088_1",0.0
"9258_9",1.0
"354_4",1.0
"4770_10",1.0
"1035_3",1.3319030665696896e-13
"739_1",5.0994792815790325e-31
"6267_7",1.0
"1562_8",0.9999454021453857
"1438_1",1.5321057708254376e-23
"281_8",1.0
"1818_1",1.0
"3943_3",3.3138713264078265e-21
"8116_4",9.397339795214066e-08
"6984_1",1.270495660154049e-29
"5330_4",2.9647446864378545e-17
"8821_8",1.0
"10484_10",1.0
"1886_4",1.3143047171289688e-30
"7943_2",0.006487587466835976
"6438_7",1.0
"8931_10",3.73585797713849e-12
"10538_10",1.0
"534_10",1.0
"7329_2",2.9300629048187833e-22
"6614_2",1.0
"710_10",1.0
"3120_4",3.5780057437923354e-14
"9046_1",9.458814004301517e-25
"5638_2",2.104409162484444e-07
"2455_4",3.4876898591384986e-10
"2652_3",1.3057166015073562e-08
"11006_4",6.157251277727482e-07
"5065_3",1.5733356554569586e-29
"9805_10",1.0
"7092_8",1.0
"1735_10",1.0
"3609_1",0.0
"1201_10",1.0
"11024_9",1.0
"3807_10",1.0
"4483_10",0.746498703956604
"4510_7",1.0464576689628302e-06
"8037_1",8.929438785609811e-12
"1760_1",1.3023624887864571e-05
"133_8",1.0
"9039_8",1.0
"8462_4",1.0
"2468_10",1.0
"7684_3",1.1230485857542443e-15
"10350_9",1.0
"1199_10",1.0
"8560_1",8.868573033740203e-38
"6405_3",5.0957637686890985e-24
"1295_1",1.4328941174113525e-21
"6420_1",3.8312077754087804e-18
"12183_9",1.0
"11619_1",1.0574408561465288e-21
"1415_9",1.0
"9414_1",2.9154588073713298e-36
"7640_4",3.387566394524909e-15
"9211_9",0.005877259187400341
"557_9",1.0
"4501_9",1.0
"8711_10",0.7444223165512085
"2402_1",1.0
"4586_10",1.2317458452028338e-20
"176_3",0.9974495768547058
"3545_1",3.00696516297716e-11
"8932_1",0.0
"5829_10",1.0
"3409_10",0.9999927282333374
"3636_3",0.999971866607666
"12048_7",1.0
"10468_10",1.0
"11546_10",1.0
"9444_10",1.0
"6275_1",6.45936916570369e-23
"152_4",1.0
"4767_9",2.1025730490009664e-08
"6751_1",2.911159399475027e-35
"10245_4",4.4086714945826646e-16
"5407_8",8.954850272857584e-06
"1923_1",3.467120340827634e-11
"515_9",0.9999836683273315
"9988_1",0.056539133191108704
"5928_8",1.0
"10163_4",3.265411942265928e-05
"7969_10",0.999714195728302
"1494_4",2.3716042097552198e-24
"11211_10",1.0
"1957_1",0.0
"8484_7",2.9506183607530545e-10
"848_2",0.0
